From,To,Type,Strenght
Surgery,Transplantation,Parent Specialization-Child Specialization,10
2019,"Aagaard, Kjersti (M.)",Year-Associate,10
2019,"Albert, Michelle (A.)",Year-Associate,10
2019,"Alonso, Laura (C.)",Year-Associate,10
2019,"Alumkal, Joshi",Year-Associate,10
2019,"Ananworanich, Jintanat",Year-Associate,10
2019,"Ardehali, Reza",Year-Associate,10
2019,"Asgari, Maryam (M.)",Year-Associate,10
2019,"Barbie, David (A.)",Year-Associate,10
2019,"Beatty, Gregory (L.)",Year-Associate,10
2019,"Bendavid, Eran",Year-Associate,10
2019,"Berger, Rachel",Year-Associate,10
2019,"Bettegowda, Chetan",Year-Associate,10
2019,"Bharat, Ankit",Year-Associate,10
2019,"Bielekova, Bibiana",Year-Associate,10
2019,"Bleakley, Marie",Year-Associate,10
2019,"Borlaug, Barry",Year-Associate,10
2019,"Brownell, Isaac",Year-Associate,10
2019,"Calfee, Carolyn (S.)",Year-Associate,10
2019,"Caskey, Marina (Fernandes De Barros)",Year-Associate,10
2019,"Chen, Ronald",Year-Associate,10
2019,"Cook, Stuart (A.)",Year-Associate,10
2019,"Dooley, Kelly",Year-Associate,10
2019,"Druley, Todd",Year-Associate,10
2019,"Dzirasa, Kafui",Year-Associate,10
2019,"El-Chemaly, Souheil",Year-Associate,10
2019,"Feng, Felix",Year-Associate,10
2019,"Fox, Michael (D.)",Year-Associate,10
2019,"Gill, Saar",Year-Associate,10
2019,"Grams, Morgan (E.)",Year-Associate,10
2019,"Groeneveld, Peter (W.)",Year-Associate,10
2019,"Gutierrez, Orlando (M.)",Year-Associate,10
2019,"Harris, Jason",Year-Associate,10
2019,"Harris, John (E.)",Year-Associate,10
2019,"Haut, Elliott",Year-Associate,10
2019,"Hemnes, Anna (Ryan)",Year-Associate,10
2019,"Houghton, A. (McGarry)",Year-Associate,10
2019,"Hsia, Renee",Year-Associate,10
2019,"Hyman, David",Year-Associate,10
2019,"Ivers, Louise (C.)",Year-Associate,10
2019,"Janssen, William (J.)",Year-Associate,10
2019,"Juliano, Jonathan (J.)",Year-Associate,10
2019,"Khabele, Dineo",Year-Associate,10
2019,"Kibbey, Richard (G.)",Year-Associate,10
2019,"Kind, Amy (J.H.)",Year-Associate,10
2019,"Kong, Heidi (H.)",Year-Associate,10
2019,"Kopetz, Scott",Year-Associate,10
2019,"Kurdistani, Siavash (K.)",Year-Associate,10
2019,"Laurent, Louise",Year-Associate,10
2019,"Ledgerwood, Julie (E.)",Year-Associate,10
2019,"Marson, Alexander",Year-Associate,10
2019,"Mora, Samia",Year-Associate,10
2019,"Mosammaparast, Nima",Year-Associate,10
2019,"Musi, Nicolas",Year-Associate,10
2019,"Müschen, Markus",Year-Associate,10
2019,"Nagao, Keisuke",Year-Associate,10
2019,"Nana-Sinkam, Patrick",Year-Associate,10
2019,"Needham, Dale",Year-Associate,10
2019,"Neelapu, Sattva",Year-Associate,10
2019,"Nijhawan, Deepak",Year-Associate,10
2019,"Oken, Emily",Year-Associate,10
2019,"Oral, Elif (Arioglu)",Year-Associate,10
2019,"Primack, Brian (A.)",Year-Associate,10
2019,"Que, Jianwen",Year-Associate,10
2019,"Raffatellu, Manuela",Year-Associate,10
2019,"Reese, Peter (P.)",Year-Associate,10
2019,"Roberson, Erik",Year-Associate,10
2019,"Rule, Andrew",Year-Associate,10
2019,"Shaukat, Aasma",Year-Associate,10
2019,"Shavit, Jordan (A.)",Year-Associate,10
2019,"Su, Maureen (A.)",Year-Associate,10
2019,"Sun, Yang",Year-Associate,10
2019,"Tap, William",Year-Associate,10
2019,"Thimme, Robert",Year-Associate,10
2019,"Tobian, Aaron (A.R.)",Year-Associate,10
2019,"Van Allen, Eliezer (M.)",Year-Associate,10
2019,"Vander Heiden, Matthew (G.)",Year-Associate,10
2019,"Vella, Adrian",Year-Associate,10
2019,"Wargo, Jennifer",Year-Associate,10
2019,"Weissler, Arnold (M.)",Year-Associate,10
2019,"Yao, James",Year-Associate,10
2019,"Zhu, Hao",Year-Associate,10
2016,"Abbott, Derek (W.)",Year-Associate,10
2016,"Afshar-Kharghan, Vahid",Year-Associate,10
2016,"Alexander, John",Year-Associate,10
2016,"Ambati, Balamurali",Year-Associate,10
2016,"Arron, Joseph (R.)",Year-Associate,10
2016,"Ashley, Euan (A.)",Year-Associate,10
2016,"Atabai, Kamran",Year-Associate,10
2016,"Bajaj, Jasmohan (S.)",Year-Associate,10
2016,"Baloh, Robert (H.)",Year-Associate,10
2016,"Basu, Sanjay",Year-Associate,10
2016,"Bivona, Trever",Year-Associate,10
2016,"Blish, Catherine (A.)",Year-Associate,10
2016,"Calin, George (A.)",Year-Associate,10
2016,"Chan, Stephen (Y.)",Year-Associate,10
2016,"Chang, John (T.)",Year-Associate,10
2016,"Choate, Keith (A.)",Year-Associate,10
2016,"Chun, Hyung (J.)",Year-Associate,10
2016,"Crawford, Peter (A.)",Year-Associate,10
2016,"Curtis, Jeffrey",Year-Associate,10
2016,"Datta, Sandip",Year-Associate,10
2016,"Davies, Michael",Year-Associate,10
2016,"Dekel, Benjamin",Year-Associate,10
2016,"Drake, Wonder",Year-Associate,10
2016,"Drapkin, Ronny",Year-Associate,10
2016,"Duh, Elia (J.)",Year-Associate,10
2016,"Feeney, Margaret",Year-Associate,10
2016,"Fehniger, Todd (A.)",Year-Associate,10
2016,"Flowers, Chris",Year-Associate,10
2016,"Gardner, Lawrence",Year-Associate,10
2016,"Gbadegesin, Rasheed",Year-Associate,10
2016,"Geisler, William",Year-Associate,10
2016,"Ghosh, Pradipta",Year-Associate,10
2016,"Gurm, Hitinder (S.)",Year-Associate,10
2016,"Henderson, Jeffrey (P)",Year-Associate,10
2016,"Hohl, Tobias (M.)",Year-Associate,10
2016,"Kibbe, Melina (R.)",Year-Associate,10
2016,"Kirk, Gregory",Year-Associate,10
2016,"Kluger, Harriet",Year-Associate,10
2016,"Kühn, Bernhard",Year-Associate,10
2016,"Ling, Pamela",Year-Associate,10
2016,"Lombard, David (B.)",Year-Associate,10
2016,"Malek, Sami (N.)",Year-Associate,10
2016,"McWilliams, Michael",Year-Associate,10
2016,"Meric-Bernstam, Funda",Year-Associate,10
2016,"Miller, Timothy (M.)",Year-Associate,10
2016,"Min, James (K.)",Year-Associate,10
2016,"Minn, Andy",Year-Associate,10
2016,"Narla, Goutham",Year-Associate,10
2016,"Payne, Aimee (S.)",Year-Associate,10
2016,"Permar, Sallie (R.)",Year-Associate,10
2016,"Pieper, Andrew",Year-Associate,10
2016,"Pugh, Carla (M.)",Year-Associate,10
2016,"Raby, Benjamin",Year-Associate,10
2016,"Raychaudhuri, Soumya",Year-Associate,10
2016,"Reich, Daniel (S.)",Year-Associate,10
2016,"Rosano, Caterina",Year-Associate,10
2016,"Rosas, Ivan (O.)",Year-Associate,10
2016,"Schnabl, Bernd",Year-Associate,10
2016,"Sequist, Lecia (V.)",Year-Associate,10
2016,"Shah, Nigam",Year-Associate,10
2016,"Singhal, Sunil",Year-Associate,10
2016,"Smogorzewska, Agata",Year-Associate,10
2016,"Stebbing, Justin",Year-Associate,10
2016,"Steidl, Ulrich (G.)",Year-Associate,10
2016,"Su, Helen (C.)",Year-Associate,10
2016,"Sudore, Rebecca",Year-Associate,10
2016,"Tsang, Stephen (H.)",Year-Associate,10
2016,"Tsao, Jack",Year-Associate,10
2016,"Tuveson, David",Year-Associate,10
2016,"Weihl, Conrad (C.)",Year-Associate,10
2016,"Wisnivesky, Juan (P.)",Year-Associate,10
2016,"Wu, Sean (M)",Year-Associate,10
2016,"Yasutomo, Koji",Year-Associate,10
2016,"Yepes, Manuel",Year-Associate,10
1990,"Abboud, Hanna (E.)",Year-Associate,10
1990,"Adams, John (S.)",Year-Associate,10
1990,"Ashwell, Jonathan (D.)",Year-Associate,10
1990,"Bergmann, Steven (R)",Year-Associate,10
1990,"Beutler, Bruce",Year-Associate,10
1990,"Brand, Stephen (J.)",Year-Associate,10
1990,"Brodeur, Garrett (M.)",Year-Associate,10
1990,"Burnett, John (C.)",Year-Associate,10
1990,"Bushinsky, David (A.)",Year-Associate,10
1990,"Carabello, Blase (A)",Year-Associate,10
1990,"Chien, Kenneth (Randall)",Year-Associate,10
1990,"Chojkier, Mario",Year-Associate,10
1990,"Cohen, Fred (E.)",Year-Associate,10
1990,"Conley, Mary (Ellen)",Year-Associate,10
1990,"Crabb, David (William)",Year-Associate,10
1990,"Czeisler, Charles",Year-Associate,10
1990,"Distelhorst, Clark (W.)",Year-Associate,10
1990,"Eisenberg, John (M)",Year-Associate,10
1990,"Epstein, Arnold (M.)",Year-Associate,10
1990,"Ezekowitz, Alan",Year-Associate,10
1990,"Feinberg, Andrew (P.)",Year-Associate,10
1990,"Feingold, Kenneth (Richard)",Year-Associate,10
1990,"Field, F. (Jeffrey)",Year-Associate,10
1990,"Gardner, David (G.)",Year-Associate,10
1990,"Gewirtz, Alan (M.)",Year-Associate,10
1990,"Gewirtz, Henry",Year-Associate,10
1990,"Goldstein, David (S.)",Year-Associate,10
1990,"Grant, Augustus (O.)",Year-Associate,10
1990,"Gutierrez, Guillermo",Year-Associate,10
1990,"Harley, John (B.)",Year-Associate,10
1990,"Hewlett, Erik (L.)",Year-Associate,10
1990,"Hoffman, Stephen (L.)",Year-Associate,10
1990,"Ives, Harlan (E.)",Year-Associate,10
1990,"Jameson, J. (Larry)",Year-Associate,10
1990,"Kapoor, Wishwa (N.)",Year-Associate,10
1990,"Kimberly, Robert (P.)",Year-Associate,10
1990,"Kloner, Robert",Year-Associate,10
1990,"Korn, Joseph (H.)",Year-Associate,10
1990,"Kukreja, Subhash (C.)",Year-Associate,10
1990,"Lee, Sum (Ping)",Year-Associate,10
1990,"Lee, William (Ming-Fu)",Year-Associate,10
1990,"Levine, Michael (A.)",Year-Associate,10
1990,"Ley, Timothy (J.)",Year-Associate,10
1990,"Liddle, Rodger (A.)",Year-Associate,10
1990,"Little, William (C.)",Year-Associate,10
1990,"Loscalzo, Joseph",Year-Associate,10
1990,"Majzoub, Joseph (A.)",Year-Associate,10
1990,"Marban, Eduardo",Year-Associate,10
1990,"Mariash, Cary (M.)",Year-Associate,10
1990,"Meenan, Robert (F.)",Year-Associate,10
1990,"Mehta, Jawahar (L.)",Year-Associate,10
1990,"Molitoris, Bruce",Year-Associate,10
1990,"Moses, Alan (Charles)",Year-Associate,10
1990,"Norris, David (A.)",Year-Associate,10
1990,"Posnett, David (N.)",Year-Associate,10
1990,"Pyeritz, Reed (Edwin)",Year-Associate,10
1990,"Ratner, Lee",Year-Associate,10
1990,"Ravdin, Jonathan (I.)",Year-Associate,10
1990,"Ritz, Jerome",Year-Associate,10
1990,"Rotter, Jerome",Year-Associate,10
1990,"Schmaier, Alvin (H.)",Year-Associate,10
1990,"Schooley, Robert (T.)",Year-Associate,10
1990,"Schreiner, George (F)",Year-Associate,10
1990,"Schwartz, Bradford (S.)",Year-Associate,10
1990,"Shulman, Gerald (I.)",Year-Associate,10
1990,"Smith, Robert (J.)",Year-Associate,10
1990,"Thomas, II",Year-Associate,10
1990,"Topol, Eric",Year-Associate,10
1990,"Trucco, Massimo",Year-Associate,10
1990,"Vlassara, Helen",Year-Associate,10
1990,"Voelkel, Norbert (Felix)",Year-Associate,10
1990,"White, Perrin (C.)",Year-Associate,10
1990,"Wingo, Charles (S.)",Year-Associate,10
2018,"Abdel-Wahab, Omar",Year-Associate,10
2018,"Adusumilli, Prasad (S.)",Year-Associate,10
2018,"Agus, Michael",Year-Associate,10
2018,"Ahmari, Susanne",Year-Associate,10
2018,"Armstrong, Gregory",Year-Associate,10
2018,"Babitt, Jodie",Year-Associate,10
2018,"Baron, Rebecca (M.)",Year-Associate,10
2018,"Basch, Ethan (Martin)",Year-Associate,10
2018,"Bastepe, Murat",Year-Associate,10
2018,"Biddinger, Sudha (B.)",Year-Associate,10
2018,"Biffi, Alessandra",Year-Associate,10
2018,"Bollyky, Paul (L)",Year-Associate,10
2018,"Breault, David (T.)",Year-Associate,10
2018,"Burns, Kathleen",Year-Associate,10
2018,"Chen, Yu",Year-Associate,10
2018,"Day, Sharlene (M.)",Year-Associate,10
2018,"Deb, Arjun",Year-Associate,10
2018,"Denny, Joshua (C.)",Year-Associate,10
2018,"Diaz, Jr.",Year-Associate,10
2018,"Dittman, Jeremy (S.)",Year-Associate,10
2018,"Diwan, Abhinav",Year-Associate,10
2018,"Doebele, Robert",Year-Associate,10
2018,"Dombrovski, Alexandre",Year-Associate,10
2018,"Dong, XinQi",Year-Associate,10
2018,"Eickelberg, Oliver",Year-Associate,10
2018,"Falk, Marni",Year-Associate,10
2018,"Freiberg, Matthew",Year-Associate,10
2018,"Friedman, Jennifer",Year-Associate,10
2018,"Greif, Daniel (M.)",Year-Associate,10
2018,"Grimm, Jan",Year-Associate,10
2018,"Gross, Cary (P.)",Year-Associate,10
2018,"Haldar, Saptarsi",Year-Associate,10
2018,"Haymart, Megan (R.)",Year-Associate,10
2018,"Horton, Maureen (R.)",Year-Associate,10
2018,"Horwitz, Leora",Year-Associate,10
2018,"Hoshida, Yujin",Year-Associate,10
2018,"Huang, Susan",Year-Associate,10
2018,"Hurria, Arti",Year-Associate,10
2018,"Iwashyna, Theodore (Jack)",Year-Associate,10
2018,"Jimeno, Antonio",Year-Associate,10
2018,"Kaplan, Daniel (Harry)",Year-Associate,10
2018,"Kaye, Keith (S.)",Year-Associate,10
2018,"Kentsis, Alex",Year-Associate,10
2018,"Kim, Young",Year-Associate,10
2018,"Kohli, Rahul (M.)",Year-Associate,10
2018,"Koliwad, Suneil (K.)",Year-Associate,10
2018,"Kushel, Margot (Beth)",Year-Associate,10
2018,"Ky, Bonnie",Year-Associate,10
2018,"Lesniak, Maciej (S.)",Year-Associate,10
2018,"Lin, Jonathan (H.)",Year-Associate,10
2018,"Mehta, Nehal (N.)",Year-Associate,10
2018,"Miller, Lloyd (S.)",Year-Associate,10
2018,"Mullally, Ann",Year-Associate,10
2018,"Nigrovic, Peter (A.)",Year-Associate,10
2018,"Pandolfino, John (Erik)",Year-Associate,10
2018,"Papapetrou, Eirini (P.)",Year-Associate,10
2018,"Parikh, Chirag (R.)",Year-Associate,10
2018,"Park, Ben (H.)",Year-Associate,10
2018,"Patel, Sachin",Year-Associate,10
2018,"Raj, Ganesh (V.)",Year-Associate,10
2018,"Rohatgi, Rajat",Year-Associate,10
2018,"Rosengart, Matthew (R.)",Year-Associate,10
2018,"Ross, Joseph (S.)",Year-Associate,10
2018,"Sankaran, Vijay (G.)",Year-Associate,10
2018,"Sanna-Cherchi, Simone",Year-Associate,10
2018,"Sharma, Padmanee",Year-Associate,10
2018,"Sheppard, Donald",Year-Associate,10
2018,"Spellberg, Brad",Year-Associate,10
2018,"Sumner, Charlotte (J.)",Year-Associate,10
2018,"Teachey, David (T.)",Year-Associate,10
2018,"Trivedi, Amal (N.)",Year-Associate,10
2018,"Turakhia, Mintu (P.)",Year-Associate,10
2018,"Turtle, Cameron (J.)",Year-Associate,10
2018,"Welch, John (S.)",Year-Associate,10
2018,"West, Robert (B.)",Year-Associate,10
2018,"Yu, Paul (B.)",Year-Associate,10
2018,"Zaghloul, Kareem (A.)",Year-Associate,10
2018,"de Boer, Ian (Harm)",Year-Associate,10
2017,"Abdulkadir, Sarki (A.)",Year-Associate,10
2017,"Alizadeh, Ash",Year-Associate,10
2017,"Arora, Vineet (M)",Year-Associate,10
2017,"Auerbach, Andrew (D.)",Year-Associate,10
2017,"Bass, Adam",Year-Associate,10
2017,"Behrens, Edward (M)",Year-Associate,10
2017,"Beroukhim, Rameen",Year-Associate,10
2017,"Bilimoria, Karl",Year-Associate,10
2017,"Bose, Ron",Year-Associate,10
2017,"Bowler, Russell",Year-Associate,10
2017,"Calakos, Nicole",Year-Associate,10
2017,"Chandarlapaty, Sarat",Year-Associate,10
2017,"Chi, Ping",Year-Associate,10
2017,"Corcoran, Ryan",Year-Associate,10
2017,"Crompton, Peter (D.)",Year-Associate,10
2017,"Cypess, Aaron (M.)",Year-Associate,10
2017,"Diehn, Maximilian",Year-Associate,10
2017,"Dimick, Justin",Year-Associate,10
2017,"Dransfield, Mark",Year-Associate,10
2017,"Feldman, Brian (J.)",Year-Associate,10
2017,"Feldstein, Ariel (E.)",Year-Associate,10
2017,"Fernandez-Zapico, Martin (E.)",Year-Associate,10
2017,"Fornoni, Alessia",Year-Associate,10
2017,"Fry, Terry",Year-Associate,10
2017,"Galindo, Rene",Year-Associate,10
2017,"Gleason, Thomas",Year-Associate,10
2017,"Greka, Anna",Year-Associate,10
2017,"Habtezion, Aida",Year-Associate,10
2017,"Haining, W. (Nicholas)",Year-Associate,10
2017,"Han, MeiLan",Year-Associate,10
2017,"Herzog, Erica (L.)",Year-Associate,10
2017,"Jaffrey, Sammi (R.)",Year-Associate,10
2017,"Jagsi, Reshma",Year-Associate,10
2017,"Kirkpatrick, Beth (Diane)",Year-Associate,10
2017,"Kottilil, Shyamasundaran",Year-Associate,10
2017,"Krupnick, Alexander",Year-Associate,10
2017,"Kundu, Mondira",Year-Associate,10
2017,"Kurtis, Jonathan",Year-Associate,10
2017,"Lam, Wilbur",Year-Associate,10
2017,"Liu, George (Y)",Year-Associate,10
2017,"Lovly, Christine",Year-Associate,10
2017,"Machado, Roberto",Year-Associate,10
2017,"Majeti, Ravindra",Year-Associate,10
2017,"Mody, Lona",Year-Associate,10
2017,"Musunuru, Kiran",Year-Associate,10
2017,"Muthukumar, Thangamani",Year-Associate,10
2017,"Pandrea, Ivona",Year-Associate,10
2017,"Parikh, Samir (M.)",Year-Associate,10
2017,"Patel, Manesh (R.)",Year-Associate,10
2017,"Perencevich, Eli (N.)",Year-Associate,10
2017,"Phipatanakul, Wanda",Year-Associate,10
2017,"Ramalingam, Suresh (S.)",Year-Associate,10
2017,"Richards, J. (Brent)",Year-Associate,10
2017,"Sampson, John (H.)",Year-Associate,10
2017,"Sarantopoulos, Stefanie",Year-Associate,10
2017,"Schaaf, Christian (P.)",Year-Associate,10
2017,"Schimmer, Aaron (D.)",Year-Associate,10
2017,"Seeley, William (Ward)",Year-Associate,10
2017,"Sipkins, Dorothy",Year-Associate,10
2017,"Steinman, Michael (A.)",Year-Associate,10
2017,"Wang, Liewei",Year-Associate,10
2017,"White, Douglas (Blakemore)",Year-Associate,10
2017,"Wolf, Matthew (J.)",Year-Associate,10
2017,"Yang, X. (William)",Year-Associate,10
2004,"Abel, E. (Dale)",Year-Associate,10
2004,"Axelrod, Jeffrey",Year-Associate,10
2004,"Bergsagel, P. (Leif)",Year-Associate,10
2004,"Blauvelt, Andrew",Year-Associate,10
2004,"Blobel, Gerd",Year-Associate,10
2004,"Brant, Steven",Year-Associate,10
2004,"Brennan, Daniel",Year-Associate,10
2004,"Briscoe, David",Year-Associate,10
2004,"Candotti, Fabio",Year-Associate,10
